33,"00:02:49,680 --> 00:02:55,820","order, listening, reading and writing, and then there are no breaks between those tests.",包括聽力、閱讀和寫作，而且這些測驗之間沒有休息時間。,100,100,
,,,,,,
34,"00:02:56,760 --> 00:02:59,520",Candidates will have time to read the questions before listening.,考生將有時間在聽力測驗之前閱讀題目。,100,80,
,,,,,,
35,"00:03:00,340 --> 00:03:06,140",Try to use this time wisely to read the questions and underlying keywords before listening.,並善用這段時間在聽力測驗前閱讀題目和關鍵字。,100,80,
,,,,,,
36,"00:03:06,840 --> 00:03:12,960","Candidates will only hear each recording once only, so try to stay focused while listening.",考生每段錄音只會聽到一次，因此請務必專心聆聽。,100,80,
,,,,,,
37,"00:03:14,240 --> 00:03:19,380","IELTS is an international test, so you might hear a range of different accents,",IELTS 是國際測驗，因此您可能會聽到各種不同的口音，,100,75,
,,,,,,
38,"00:03:19,380 --> 00:03:24,460","including British English, American English, Australian English, etc.",包括 British English、American English、Australian English 等。,100,60,
,,,,,,
39,"00:03:25,380 --> 00:03:30,780","Candidates won't be provided with paper for note-taking, so you can note directly on the test paper.",考生不會拿到筆記用紙，因此您可以直接在試卷上做筆記。,100,75,
,,,,,,
40,"00:03:31,680 --> 00:03:36,380",There are no rules stating whether you should write your answers in capital or smaller letters.,沒有規定您應該用大寫或小寫字母來書寫答案。,100,75,
,,,,,,
41,"00:03:36,900 --> 00:03:41,580","However, I recommend writing your answers in capital letters to ensure clarity",不過，我建議您將答案寫成大寫，以確保閱卷者,100,75,
,,,,,,
42,"00:03:41,580 --> 00:03:46,180",for the examiner and reduce the chances of misinterpretation.,能清楚辨識，並降低誤判的可能性。,100,90,
,,,,,,
43,"00:03:46,600 --> 00:03:52,740","To achieve a Band 6 in IELTS Listening, you'll have to answer 23 to 25 questions correctly.",為了在 IELTS 聽力達到 Band 6，您必須答對 23 到 25 題。,100,75,
,,,,,,
44,"00:03:53,380 --> 00:03:55,840",Are you clear about IELTS Listening tests now?,您現在對 IELTS Listening 測驗清楚了嗎？,100,75,
,,,,,,
45,"00:03:56,380 --> 00:04:00,600","Before continuing this course, make sure you've got the hang of the",在繼續本課程之前，請確保您已經掌握了,100,75,
,,,,,,
46,"00:04:00,600 --> 00:04:05,220","listening skills that we learned in the previous course, including keyword",我們在之前的課程中學到的聽力技巧，包括 keyword identification、,100,0,
,,,,,,
47,"00:04:05,220 --> 00:04:10,680","identification, prediction based on vocabulary groups, prediction based on",prediction based on vocabulary groups、prediction based on,100,0,
,,,,,,
48,"00:04:10,680 --> 00:04:15,820","grammatical clues, note-taking key information, and signposting language.",grammatical clues、note-taking key information，以及 signposting language。,100,0,
,,,,,,
49,"00:04:20,510 --> 00:04:23,240","So we know the rules, but what is the target?",那麼我們知道規則了，但是目標是什麼？,100,100,
,,,,,,
50,"00:04:24,040 --> 00:04:25,380",Look at the table on the left.,請看左側的表格。,100,100,
,,,,,,
51,"00:04:25,780 --> 00:04:30,020","Note that this table is for reference only, as scores can vary slightly.",請注意，這份表格僅供參考，因為分數可能會有些許差異。,100,100,
,,,,,,
52,"00:04:30,840 --> 00:04:39,160","But generally, to achieve a Band 6.0 in IELTS Listening, you need to answer at least 23 questions correctly out of 40.",不過一般而言，若想在雅思聽力中達到 6.0 分，您需要 40 題中至少答對 23 題。,100,75,
,,,,,,
53,"00:04:39,960 --> 00:04:42,280","Keep that number in your head, 23.",記住這個數字，23。,100,100,
,,,,,,
54,"00:04:43,040 --> 00:04:45,600",So how do we get to 23 correct answers?,那麼我們該如何答對23題呢？,100,100,
,,,,,,
55,"00:04:46,360 --> 00:04:48,300",You don't need to be perfect everywhere.,您不需要面面俱到。,100,75,
,,,,,,
56,"00:04:48,960 --> 00:04:55,860","The strategy is to maximize your score in Sections 1 and 2, which are generally easier social contexts.",策略是盡量提高您在第一部分和第二部分的分數，這通常是比較簡單的社交情境。,90,75,
,,,,,,
57,"00:04:56,700 --> 00:05:01,440",Then you fight to pick up the remaining necessary points in Sections 3 and 4.,然後您再努力在第三部分和第四部分取得其餘所需的分數。,100,70,
,,,,,,
58,"00:05:02,400 --> 00:05:08,080","For example, you aim for 8 points in Part 1, 7 points in Part 2,",例如，您在第一部分目標是 8 分，第二部分 7 分,100,75,
,,,,,,
59,"00:05:08,080 --> 00:05:13,060",and then scrape together 8 to 9 points combined from Parts 3 and 4.,然後從第三部分和第四部分合計取得 8 到 9 分。,100,100,
,,,,,,
60,"00:05:13,750 --> 00:05:16,560",That gives you a total of 23 to 24.,這樣您就能總共得到 23 到 24 分。,100,75,
,,,,,,
61,"00:05:17,620 --> 00:05:20,040","However, this is where the challenge begins.",然而，挑戰從這裡才真正開始。,100,100,
,,,,,,
62,"00:05:20,660 --> 00:05:23,780","In Section 3, you enter an educational conversation.",在第三節，您會進入一段教學對話。,90,75,
,,,,,,
63,"00:05:24,640 --> 00:05:28,380","This is usually a discussion between two to three people about schoolwork,",這通常是兩到三人討論學校作業，,80,90,
,,,,,,
64,"00:05:28,900 --> 00:05:31,840",like planning a project or discussing a thesis with a tutor.,例如規劃專案或與指導老師討論論文。,100,90,
,,,,,,
65,"00:05:32,660 --> 00:05:34,640","In Section 4, it gets harder.",在第四節，難度會更高。,90,90,
,,,,,,
66,"00:05:35,240 --> 00:05:36,740",You face an academic lecture.,您會遇到學術講座。,100,75,
,,,,,,
67,"00:05:37,360 --> 00:05:44,280","This is a monologue where one person talks nonstop about a specific subject, like biology or history.",這是一段獨白，一個人不停地講述關於特定主題，像是生物學或歷史。,90,80,
,,,,,,
68,"00:05:45,180 --> 00:05:52,140",These sections often feature unfamiliar topics and complex vocabulary that you might not use in daily life.,這些部分經常包含不熟悉的主題，以及您在日常生活中可能不會用到的複雜詞彙。,100,70,
,,,,,,
69,"00:05:53,420 --> 00:05:58,560","This course will give you the techniques and task awareness, basically the map to the treasure.",本課程將提供您技巧和任務意識，基本上就是尋寶圖。,100,75,
,,,,,,
70,"00:05:59,220 --> 00:06:02,840",But learning English requires exposure from many different angles.,不過學習英文需要從許多不同的角度來接觸。,100,80,
,,,,,,
71,"00:06:02,840 --> 00:06:08,220","You cannot rely on techniques alone, but also on the topic-specific vocabulary.",您不能只依賴技巧，還要靠特定主題的詞彙。,100,70,
,,,,,,
72,"00:06:09,100 --> 00:06:12,860","For example, you might know all the question types and understand the",例如，您可能知道所有題型並瞭解必要的,100,75,
,,,,,,
73,"00:06:12,860 --> 00:06:16,540","necessary techniques, but what if Part 4 discusses the universe?",技巧，但如果第四部分討論的是宇宙呢？,100,100,
,,,,,,
74,"00:06:17,420 --> 00:06:22,860","If you don't know words like satellite or comets, techniques won't help you understand the content.",如果您不知道像『satellite』或『comets』這樣的詞彙，技巧也無法幫助您理解內容。,70,70,
,,,,,,
75,"00:06:24,260 --> 00:06:27,540",That's the reason why you need to actively expand your vocabulary.,這就是為什麼您需要積極擴充詞彙量。,100,70,
,,,,,,
76,"00:06:28,360 --> 00:06:31,140","Doing practice tests is good, but not enough.",做模擬試題很好，但這還不夠。,100,100,
,,,,,,
77,"00:06:31,860 --> 00:06:37,080","Listen to podcasts, read books, or watch videos on topics you actually enjoy.",聽播客、閱讀書籍，或觀看關於您真正喜歡的主題的影片。,100,75,
,,,,,,
78,"00:06:37,820 --> 00:06:40,300","If you like football, read news about football.",如果您喜歡足球，就閱讀關於足球的新聞。,100,75,
,,,,,,
79,"00:06:40,840 --> 00:06:43,600","If you like cooking, watch cooking shows in English.",如果您喜歡烹飪，就觀看英文烹飪節目。,100,75,
,,,,,,
80,"00:06:44,580 --> 00:06:45,820",Let's look at the level.,我們來看看程度。,100,100,
,,,,,,
81,"00:06:46,500 --> 00:06:53,380","A band 6.0 is equivalent to a B2 level, upper intermediate, of C, E, F, R.",6.0 分等同於 B2 級別，中高級，屬於 CEFR。,90,0,
,,,,,,
82,"00:06:54,040 --> 00:06:58,540","This requires a vocabulary of approximately 3,000 to 4,000 words.","這需要大約 3,000 到 4,000 個詞彙。",100,75,
,,,,,,
83,"00:06:59,380 --> 00:07:10,480","If you are currently at a 5.0 or 5.5, which is B1 level, you likely already have a bank of 1,500 to 2,500 words.","如果您目前是 5.0 或 5.5 分，也就是 B1 級數，您可能已經掌握了 1,500 到 2,500 個詞彙。",100,60,
,,,,,,
84,"00:07:10,820 --> 00:07:13,980","So to bridge that gap and reach the next level,",因此，為了彌補這個差距並達到下一個級別，,100,90,
,,,,,,
85,"00:07:13,980 --> 00:07:19,900","you need to actively add about 1,000 to 1,500 new words to your vocabulary.","您需要積極地為詞彙量增加約 1,000 到 1,500 個新詞彙。",100,70,
,,,,,,
86,"00:07:20,660 --> 00:07:23,580","It sounds like a lot, but we will take it step by step.",聽起來很多，不過我們會一步一步來。,100,90,
,,,,,,
87,"00:07:24,180 --> 00:07:26,440",We have the strategy and we know the target.,我們有策略，並且知道目標。,100,100,
,,,,,,
88,"00:07:27,100 --> 00:07:29,400",So are you ready to upgrade your listening skills?,那麼，準備好提升您的聽力技巧了嗎？,100,75,
,,,,,,
89,"00:07:30,560 --> 00:07:35,440","Alright, those are the basic information we need to know about the IELTS listening test.",好的，這些是我們需要知道的關於 IELTS 聽力測驗的基本資訊。,100,80,
,,,,,,
90,"00:07:35,780 --> 00:07:41,160",Let's continue with the next lesson where we'll learn the strategies for different types of questions in the test.,讓我們繼續下一堂課，學習測驗中不同題型的策略。,100,40,
,,,,,,
91,"00:07:41,660 --> 00:07:43,600",Goodbye and see you in the next video.,再見，下個影片見。,100,80,
